ID,class
0,9
1,1
2,0
3,5
4,6
5,0
6,5
7,7
8,0
9,0
10,7
11,6
12,1
13,3
14,1
15,8
16,5
17,9
18,8
19,9
20,1
21,9
22,1
23,1
24,7
25,7
26,6
27,1
28,0
29,4
30,7
31,6
32,1
33,4
34,9
35,1
36,5
37,7
38,7
39,2
40,5
41,9
42,1
43,4
44,2
45,5
46,6
47,4
48,3
49,1
50,6
51,6
52,8
53,6
54,1
55,2
56,8
57,0
58,7
59,7
60,2
61,6
62,6
63,5
64,5
65,1
66,0
67,5
68,7
69,3
70,1
71,2
72,6
73,0
74,6
75,6
76,5
77,6
78,1
79,8
80,4
81,5
82,1
83,6
84,1
85,8
86,2
87,7
88,7
89,7
90,0
91,7
92,1
93,6
94,1
95,7
96,6
97,6
98,5
99,1
100,6
101,8
102,1
103,0
104,0
105,3
106,8
107,8
108,7
109,4
110,7
111,1
112,1
113,6
114,0
115,9
116,0
117,4
118,9
119,2
120,2
121,1
122,8
123,6
124,9
125,6
126,1
127,6
128,6
129,7
130,2
131,1
132,9
133,2
134,8
135,9
136,5
137,9
138,7
139,3
140,6
141,6
142,7
143,6
144,8
145,6
146,0
147,6
148,9
149,6
150,5
151,2
152,4
153,2
154,1
155,1
156,5
157,2
158,1
159,8
160,9
161,8
162,8
163,4
164,1
165,2
166,5
167,1
168,8
169,0
170,7
171,4
172,6
173,0
174,9
175,8
176,6
177,3
178,0
179,5
180,5
181,6
182,6
183,2
184,2
185,9
186,9
187,9
188,1
189,3
190,7
191,0
192,0
193,2
194,5
195,2
196,8
197,7
198,1
199,5
200,5
201,6
202,9
203,2
204,0
205,8
206,2
207,5
208,6
209,0
210,5
211,0
212,9
213,3
214,6
215,0
216,5
217,5
218,6
219,5
220,0
221,2
222,0
223,6
224,9
225,5
226,3
227,0
228,3
229,4
230,9
231,1
232,3
233,7
234,1
235,2
236,6
237,2
238,3
239,6
240,3
241,0
242,2
243,7
244,9
245,6
246,6
247,4
248,1
249,4
250,2
251,6
252,0
253,8
254,5
255,5
256,4
257,2
258,7
259,5
260,2
261,0
262,6
263,3
264,0
265,8
266,5
267,7
268,2
269,8
270,1
271,9
272,5
273,7
274,0
275,5
276,9
277,1
278,0
279,2
280,9
281,8
282,7
283,0
284,1
285,7
286,2
287,0
288,7
289,4
290,8
291,7
292,7
293,1
294,5
295,8
296,7
297,2
298,1
299,0
300,1
301,8
302,7
303,9
304,8
305,4
306,0
307,6
308,0
309,8
310,3
311,7
312,0
313,5
314,3
315,2
316,5
317,7
318,3
319,3
320,1
321,6
322,5
323,9
324,6
325,2
326,6
327,7
328,4
329,7
330,1
331,5
332,6
333,7
334,6
335,3
336,5
337,3
338,1
339,0
340,7
341,8
342,8
343,7
344,2
345,8
346,5
347,8
348,2
349,9
350,6
351,9
352,5
353,9
354,9
355,0
356,9
357,3
358,7
359,6
360,8
361,4
362,4
363,0
364,8
365,3
366,1
367,1
368,6
369,3
370,6
371,9
372,6
373,5
374,1
375,7
376,4
377,9
378,9
379,6
380,0
381,7
382,1
383,0
384,8
385,7
386,6
387,1
388,8
389,5
390,6
391,3
392,8
393,8
394,6
395,0
396,3
397,5
398,5
399,7
400,5
401,4
402,6
403,3
404,0
405,6
406,8
407,6
408,8
409,6
410,6
411,8
412,1
413,9
414,6
415,4
416,0
417,7
418,1
419,8
420,8
421,3
422,3
423,9
424,6
425,8
426,5
427,6
428,0
429,0
430,5
431,6
432,6
433,4
434,8
435,6
436,0
437,7
438,8
439,7
440,2
441,7
442,1
443,3
444,3
445,9
446,2
447,0
448,7
449,6
450,5
451,1
452,1
453,5
454,6
455,5
456,7
457,8
458,6
459,9
460,9
461,3
462,1
463,5
464,6
465,3
466,0
467,7
468,8
469,8
470,1
471,0
472,8
473,5
474,4
475,6
476,3
477,1
478,6
479,6
480,1
