ID,class
0,9
1,8
2,0
3,7
4,6
5,0
6,7
7,0
8,0
9,0
10,7
11,2
12,1
13,2
14,9
15,8
16,5
17,9
18,8
19,9
20,9
21,9
22,1
23,1
24,7
25,9
26,0
27,1
28,0
29,4
30,5
31,6
32,1
33,4
34,9
35,1
36,7
37,7
38,7
39,4
40,5
41,9
42,1
43,5
44,2
45,0
46,6
47,4
48,3
49,9
50,6
51,6
52,8
53,6
54,1
55,0
56,8
57,0
58,7
59,7
60,2
61,6
62,3
63,4
64,3
65,9
66,0
67,5
68,3
69,4
70,1
71,3
72,5
73,0
74,6
75,4
76,5
77,0
78,9
79,8
80,4
81,4
82,1
83,5
84,1
85,8
86,3
87,7
88,7
89,7
90,2
91,7
92,1
93,0
94,0
95,5
96,2
97,1
98,5
99,1
100,6
101,8
102,1
103,0
104,0
105,3
106,8
107,9
108,7
109,4
110,7
111,1
112,1
113,6
114,2
115,9
116,1
117,4
118,9
119,2
120,0
121,1
122,8
123,6
124,9
125,6
126,1
127,6
128,3
129,7
130,2
131,1
132,0
133,3
134,8
135,9
136,6
137,9
138,7
139,7
140,6
141,6
142,0
143,4
144,0
145,6
146,0
147,6
148,4
149,6
150,7
151,4
152,3
153,4
154,1
155,1
156,5
157,4
158,1
159,8
160,9
161,8
162,8
163,2
164,9
165,2
166,9
167,8
168,8
169,0
170,7
171,4
172,3
173,0
174,1
175,8
176,0
177,1
178,0
179,4
180,5
181,6
182,6
183,6
184,2
185,9
186,8
187,9
188,1
189,3
190,7
191,0
192,2
193,2
194,3
195,5
196,0
197,7
198,1
199,5
200,5
201,3
202,9
203,5
204,0
205,8
206,3
207,3
208,6
209,8
210,7
211,0
212,9
213,5
214,4
215,8
216,2
217,4
218,6
219,2
220,0
221,7
222,0
223,6
224,1
225,5
226,5
227,0
228,6
229,4
230,9
231,1
232,3
233,3
234,1
235,0
236,6
237,2
238,4
239,4
240,3
241,9
242,4
243,7
244,9
245,6
246,6
247,4
248,1
249,4
250,2
251,6
252,0
253,8
254,2
255,5
256,4
257,3
258,2
259,1
260,3
261,0
262,6
263,7
264,2
265,8
266,5
267,3
268,6
269,8
270,9
271,1
272,3
273,7
274,0
275,3
276,2
277,1
278,8
279,4
280,9
281,8
282,7
283,8
284,1
285,4
286,2
287,6
288,1
289,4
290,8
291,7
292,7
293,8
294,3
295,8
296,7
297,4
298,1
299,1
300,1
301,1
302,7
303,1
304,8
305,4
306,0
307,6
308,0
309,8
310,5
311,7
312,0
313,5
314,7
315,3
316,5
317,5
318,7
319,9
320,1
321,6
322,5
323,9
324,6
325,4
326,5
327,7
328,6
329,7
330,1
331,5
332,9
333,7
334,4
335,3
336,8
337,7
338,1
339,0
340,7
341,0
342,8
343,7
344,2
345,8
346,2
347,9
348,4
349,9
350,5
351,1
352,2
353,0
354,9
355,8
356,9
357,6
358,4
359,0
360,0
361,6
362,4
363,0
364,8
365,3
366,9
367,1
368,5
369,3
370,1
371,9
372,6
373,5
374,1
375,9
376,7
377,9
378,1
379,4
380,3
381,3
382,1
383,8
384,8
385,9
386,6
387,1
388,1
389,3
390,6
391,3
392,8
393,0
394,3
395,2
396,9
397,5
398,3
399,7
400,5
401,4
402,6
403,3
404,0
405,3
406,0
407,4
408,8
409,6
410,6
411,8
412,0
413,9
414,6
415,1
416,0
417,7
418,9
419,8
420,8
421,3
422,3
423,9
424,6
425,8
426,3
427,4
428,8
429,0
430,8
431,6
432,6
433,4
434,1
435,6
436,0
437,7
438,8
439,7
440,3
441,9
442,1
443,7
444,3
445,1
446,4
447,0
448,5
449,6
450,2
451,1
452,1
453,6
454,0
455,3
456,3
457,5
458,6
459,9
460,8
461,3
462,1
463,5
464,6
465,2
466,0
467,9
468,8
469,0
470,9
471,0
472,0
473,5
474,4
475,6
476,4
477,1
478,6
479,6
480,1
481,0
482,5
483,5
484,8
485,9
486,1
487,4
488,6
489,5
490,0
491,9
492,3
493,0
494,0
495,0
496,7
497,6
498,7
499,1
500,0
501,9
502,1
503,2
504,3
505,7
506,3
507,6
508,2
509,4
510,8
511,9
512,8
513,4
514,0
515,8
516,4
517,4
518,7
519,7
520,5
521,3
522,7
523,7
524,1
525,5
526,6
527,6
528,0
529,6
530,2
531,3
532,8
533,7
534,7
535,1
536,6
537,7
538,7
539,4
540,5
541,3
542,0
543,7
544,6
545,9
546,1
547,2
548,0
549,6
550,9
551,4
552,5
553,1
554,1
555,7
556,6
557,9
558,6
559,3
560,8
561,6
562,2
563,2
564,7
565,5
566,9
567,8
568,3
569,8
570,2
571,8
572,0
573,2
574,4
575,3
576,0
577,2
578,0
579,4
580,1
581,7
582,3
583,6
584,5
585,4
586,4
587,3
588,5
589,7
590,5
591,8
592,0
593,5
594,3
595,8
596,1
597,2
598,4
599,6
600,2
601,8
602,0
603,3
604,9
605,0
606,4
607,8
608,2
609,5
610,3
611,0
612,4
613,5
614,4
615,5
616,6
617,6
618,5
619,8
620,1
621,5
622,8
623,5
624,7
625,7
626,5
627,5
628,1
629,7
630,6
631,1
632,1
633,0
634,1
635,0
636,2
637,8
638,0
639,1
640,9
641,1
642,2
643,4
644,5
645,9
646,7
647,6
648,8
649,6
650,0
651,7
652,5
653,0
654,5
655,2
656,8
657,4
658,3
659,6
660,8
661,4
662,3
663,7
664,4
665,6
666,7
667,4
668,6
669,8
670,9
671,8
672,5
673,3
674,4
675,9
676,9
677,6
678,1
679,8
680,3
681,8
682,1
683,2
684,9
685,4
686,7
687,5
688,3
689,4
690,1
691,8
692,9
693,3
694,8
695,8
696,9
697,7
698,7
699,0
700,0
701,4
702,2
703,3
704,0
705,0
706,5
707,8
708,3
709,8
710,3
711,0
712,9
713,4
714,3
715,5
716,3
717,7
718,8
719,0
720,4
721,3
722,9
723,4
724,2
725,6
726,9
727,3
728,9
729,2
730,6
731,4
732,9
733,1
734,1
735,9
736,8
737,6
738,3
739,6
740,8
741,5
742,4
743,5
744,4
745,8
746,2
747,5
748,7
749,9
750,1
751,2
752,6
753,7
754,6
755,0
756,0
757,2
758,8
759,6
760,3
761,0
762,6
763,8
764,3
765,6
766,2
767,4
768,5
769,5
770,3
771,2
772,6
773,9
774,6
775,2
776,0
777,9
778,6
779,1
780,3
781,9
782,9
783,3
784,4
785,9
786,0
787,3
788,1
789,2
790,0
791,1
792,5
793,7
794,5
795,7
796,1
797,6
798,8
799,1
800,7
801,7
802,5
803,7
804,3
805,4
806,4
807,7
808,6
809,2
810,6
811,8
812,9
813,5
814,2
815,9
816,0
817,0
818,8
819,6
820,8
821,8
822,5
823,8
824,9
825,3
826,5
827,6
828,9
829,5
830,0
831,5
832,0
833,4
834,6
835,5
836,9
837,0
838,9
839,3
840,4
841,9
842,6
843,1
844,3
845,0
846,0
847,0
848,1
849,8
850,4
851,6
852,3
853,4
854,8
855,2
856,6
857,2
858,6
859,5
860,8
861,7
862,0
863,8
864,1
865,4
866,9
867,4
868,9
869,7
870,6
871,5
872,2
873,1
874,2
875,3
876,6
877,9
878,3
879,8
880,1
881,6
882,6
883,1
884,0
885,5
886,5
887,6
888,9
889,1
890,4
891,4
892,8
893,0
894,3
895,6
896,3
897,8
898,1
899,0
900,0
901,8
902,1
903,9
904,6
905,5
906,4
907,5
908,6
909,3
910,3
911,4
912,1
913,4
914,1
915,4
916,3
917,2
918,2
919,9
920,4
921,2
922,0
923,5
924,0
925,2
926,9
927,2
928,4
929,2
930,8
931,0
932,5
933,3
934,4
935,3
936,9
937,1
938,9
939,1
940,0
941,3
942,8
943,4
944,6
945,0
946,6
947,6
948,9
949,5
950,4
951,5
952,3
953,8
954,0
955,0
956,2
957,9
958,0
959,4
960,3
961,5
962,9
963,8
964,4
965,0
966,1
967,3
968,2
969,4
970,7
971,5
972,8
973,1
974,9
975,8
976,0
977,5
978,7
979,8
980,6
981,2
982,9
983,9
984,3
985,1
986,6
987,3
988,3
989,9
990,2
991,9
992,1
993,4
994,6
995,3
996,1
997,7
998,1
999,6
1000,3
1001,6
1002,6
1003,7
1004,0
1005,2
1006,6
1007,7
1008,1
1009,5
1010,7
1011,1
1012,7
1013,7
1014,0
1015,7
1016,4
1017,9
1018,4
1019,4
1020,0
1021,1
1022,7
1023,2
1024,3
1025,5
1026,2
1027,1
1028,9
1029,7
1030,8
1031,0
1032,9
1033,5
1034,9
1035,1
1036,0
1037,8
1038,2
1039,8
1040,4
1041,6
1042,3
1043,4
1044,3
1045,0
1046,6
1047,1
1048,3
1049,5
1050,6
1051,7
1052,2
1053,1
1054,3
1055,1
1056,9
1057,5
1058,2
1059,8
1060,6
1061,0
1062,5
1063,8
1064,3
1065,8
1066,6
1067,3
1068,1
1069,6
1070,4
1071,4
1072,9
1073,1
1074,3
1075,4
1076,1
1077,5
1078,8
1079,9
1080,9
1081,6
1082,4
1083,1
1084,1
1085,1
1086,5
1087,9
1088,9
1089,1
1090,6
1091,8
1092,7
1093,0
1094,5
1095,8
1096,4
1097,3
1098,0
1099,8
1100,0
1101,7
1102,5
1103,5
1104,3
1105,2
1106,0
1107,1
1108,1
1109,4
1110,3
1111,2
1112,6
1113,9
1114,0
1115,3
1116,7
1117,8
1118,8
1119,3
1120,8
1121,5
1122,6
1123,5
1124,3
1125,2
1126,1
1127,0
1128,3
1129,1
1130,1
1131,5
1132,7
1133,4
1134,4
1135,3
1136,4
1137,9
1138,8
1139,4
1140,6
1141,3
1142,7
1143,1
1144,9
1145,5
1146,2
1147,3
1148,0
1149,6
1150,2
1151,6
1152,8
1153,9
1154,4
1155,7
1156,9
1157,2
1158,3
1159,7
1160,3
1161,6
1162,4
1163,5
1164,7
1165,3
1166,0
1167,0
1168,1
1169,8
1170,1
1171,1
1172,0
1173,1
1174,4
1175,4
1176,3
1177,0
1178,1
1179,9
1180,1
1181,0
1182,0
1183,8
1184,1
1185,4
1186,8
1187,1
1188,2
1189,9
1190,6
1191,2
1192,3
1193,2
1194,1
1195,8
1196,4
1197,7
1198,9
1199,1
1200,4
1201,6
1202,4
1203,6
1204,1
1205,2
1206,4
1207,4
1208,6
1209,7
1210,4
1211,1
1212,6
1213,6
1214,7
1215,6
1216,8
1217,1
1218,1
1219,3
1220,7
1221,5
1222,2
1223,8
1224,8
1225,0
1226,7
1227,2
1228,4
1229,4
1230,0
1231,3
1232,8
1233,7
1234,6
1235,6
1236,4
1237,1
1238,4
1239,0
1240,1
1241,7
1242,4
1243,1
1244,7
1245,9
1246,1
1247,4
1248,7
1249,7
1250,1
1251,5
1252,2
1253,2
1254,1
1255,1
1256,5
1257,8
1258,3
1259,5
1260,6
1261,6
1262,6
1263,7
1264,6
1265,0
1266,6
1267,1
1268,1
1269,1
1270,8
1271,4
1272,8
1273,0
1274,4
1275,7
1276,8
1277,2
1278,5
1279,5
1280,3
1281,4
1282,7
1283,8
1284,1
1285,3
1286,3
1287,4
1288,4
1289,4
1290,6
1291,0
1292,3
1293,2
1294,4
1295,9
1296,7
1297,0
1298,7
1299,9
1300,0
1301,6
1302,5
1303,7
1304,2
1305,9
1306,5
1307,3
1308,7
1309,0
1310,8
1311,7
1312,4
1313,5
1314,8
1315,4
1316,2
1317,7
1318,2
1319,9
1320,6
1321,4
1322,8
1323,5
1324,8
1325,0
1326,4
1327,4
1328,1
1329,8
1330,1
1331,7
1332,2
1333,4
1334,4
1335,3
1336,0
1337,0
1338,9
1339,7
1340,7
1341,0
1342,4
1343,7
1344,9
1345,7
1346,9
1347,3
1348,0
1349,3
1350,6
1351,0
1352,6
1353,9
1354,0
1355,2
1356,4
1357,5
1358,2
1359,4
1360,4
1361,7
1362,2
1363,7
1364,1
1365,5
1366,3
1367,8
1368,8
1369,0
1370,0
1371,1
1372,1
1373,6
1374,9
1375,3
1376,9
1377,3
1378,3
1379,6
1380,7
1381,4
1382,5
1383,1
1384,7
1385,4
1386,0
1387,4
1388,1
1389,1
1390,6
1391,0
1392,7
1393,5
1394,4
1395,4
1396,8
1397,8
1398,0
1399,6
1400,4
1401,9
1402,7
1403,6
1404,6
1405,5
1406,9
1407,9
1408,3
1409,4
1410,8
1411,7
1412,1
1413,9
1414,1
1415,9
1416,3
1417,8
1418,8
1419,4
1420,9
1421,3
1422,1
1423,8
1424,6
1425,2
1426,9
1427,4
1428,8
1429,3
1430,4
1431,5
1432,0
1433,9
1434,0
1435,4
1436,4
1437,8
1438,2
1439,2
1440,1
1441,2
1442,9
1443,4
1444,5
1445,7
1446,9
1447,7
1448,7
1449,7
1450,8
1451,4
1452,8
1453,2
1454,1
1455,2
1456,7
1457,6
1458,9
1459,2
1460,4
1461,9
1462,3
1463,7
1464,8
1465,4
1466,4
1467,4
1468,8
1469,3
1470,5
1471,2
1472,2
1473,5
1474,6
1475,3
1476,5
1477,4
1478,9
1479,6
1480,8
1481,5
1482,6
1483,7
1484,6
1485,5
1486,1
1487,5
1488,2
1489,1
1490,0
1491,2
1492,6
1493,2
1494,1
1495,3
1496,8
1497,7
1498,6
1499,4
1500,9
1501,4
1502,8
1503,3
1504,2
1505,3
1506,3
1507,3
1508,4
1509,0
1510,7
1511,9
1512,9
1513,9
1514,7
1515,3
1516,4
1517,9
1518,9
1519,5
1520,8
1521,0
1522,5
1523,3
1524,3
1525,8
1526,0
1527,0
1528,7
1529,0
1530,1
1531,0
1532,0
1533,4
1534,2
1535,8
1536,1
1537,4
1538,2
1539,7
1540,5
1541,4
1542,6
1543,7
1544,4
1545,1
1546,5
1547,8
1548,9
1549,1
1550,5
1551,5
1552,6
1553,4
1554,7
1555,8
1556,4
1557,8
1558,4
1559,8
1560,1
1561,4
1562,3
1563,4
1564,7
1565,8
1566,5
1567,7
1568,5
1569,4
1570,3
1571,0
1572,8
1573,3
1574,0
1575,4
1576,7
1577,7
1578,8
1579,0
1580,9
1581,6
1582,7
1583,8
1584,0
1585,8
1586,4
1587,2
1588,5
1589,3
1590,1
1591,6
1592,0
1593,4
1594,3
1595,7
1596,5
1597,1
1598,9
1599,6
1600,7
1601,3
1602,8
1603,5
1604,4
1605,6
1606,0
1607,4
1608,2
1609,6
1610,5
1611,8
1612,7
1613,1
1614,5
1615,0
1616,4
1617,5
1618,9
1619,6
1620,1
1621,9
1622,9
1623,2
1624,2
1625,6
1626,7
1627,9
1628,9
1629,1
1630,7
1631,5
1632,3
1633,3
1634,0
