ID,class
0,9
1,8
2,0
3,5
4,6
5,0
6,5
7,7
8,4
9,0
10,7
11,6
12,1
13,3
14,9
15,8
16,5
17,1
18,8
19,9
20,1
21,8
22,9
23,1
24,1
25,7
26,8
27,1
28,0
29,4
30,5
31,6
32,1
33,4
34,7
35,1
36,3
37,7
38,7
39,2
40,5
41,9
42,1
43,4
44,2
45,8
46,6
47,4
48,3
49,9
50,6
51,6
52,8
53,6
54,1
55,0
56,8
57,0
58,7
59,7
60,2
61,6
62,3
63,4
64,5
65,1
66,0
67,5
68,5
69,3
70,1
71,1
72,3
73,0
74,6
75,4
76,5
77,6
78,1
79,8
80,2
81,5
82,1
83,6
84,1
85,8
86,2
87,7
88,7
89,7
90,0
91,7
92,6
93,9
94,1
95,5
96,2
97,7
98,3
99,1
100,6
101,8
102,1
103,0
104,0
105,3
106,8
107,9
108,7
109,4
110,7
111,1
112,1
113,6
114,0
115,1
116,0
117,4
118,1
119,4
120,0
121,1
122,8
123,6
124,9
125,6
126,1
127,6
128,3
129,7
130,2
131,1
132,8
133,3
134,8
135,9
136,5
137,9
138,7
139,3
140,6
141,6
142,7
143,6
144,8
145,2
146,2
147,6
148,4
149,6
150,7
151,7
152,7
153,3
154,1
155,1
156,5
157,4
158,1
159,0
160,9
161,8
162,8
163,4
164,9
165,3
166,1
167,8
168,8
169,0
170,7
171,6
172,3
173,0
174,6
175,8
176,0
177,8
178,0
179,5
180,5
181,6
182,4
183,2
184,5
185,9
186,9
187,9
188,1
189,3
190,7
191,0
192,0
193,6
194,5
195,5
196,8
197,7
198,1
199,5
200,3
201,3
202,9
203,4
204,0
205,1
206,2
207,5
208,6
209,5
210,7
211,8
212,9
213,5
214,3
215,1
216,5
217,5
218,6
219,5
220,1
221,7
222,0
223,6
224,8
225,7
226,6
227,0
228,5
229,4
230,9
231,1
232,3
233,5
234,1
235,2
236,6
237,4
238,4
239,4
240,6
241,0
242,4
243,7
244,9
245,6
246,6
247,2
248,1
249,4
250,7
251,0
252,0
253,8
254,5
255,6
256,4
257,5
258,2
259,1
260,2
261,0
262,6
263,3
264,0
265,8
266,5
267,7
268,5
269,8
270,9
271,1
272,5
273,7
274,0
275,5
276,9
277,7
278,1
279,4
280,9
281,9
282,7
283,8
284,1
285,6
286,2
287,0
288,7
289,4
290,8
291,7
292,7
293,1
294,3
295,8
296,7
297,2
298,1
299,0
300,1
301,1
302,7
303,1
304,0
305,7
306,0
307,6
308,1
309,8
310,5
311,7
312,0
313,5
314,3
315,2
316,5
317,9
318,3
319,8
320,1
321,6
322,2
323,9
324,6
325,5
326,5
327,7
328,6
329,7
330,1
331,7
332,6
333,7
334,2
335,3
336,8
337,5
338,1
339,0
340,7
341,8
342,8
343,7
344,2
345,8
346,5
347,8
348,6
349,9
350,7
351,9
352,5
353,9
354,0
355,0
356,7
357,3
358,7
359,6
360,8
361,2
362,4
363,0
364,8
365,7
366,9
367,1
368,6
369,3
370,6
371,8
372,6
373,5
374,1
375,7
376,6
377,9
378,9
379,2
380,0
381,3
382,1
383,8
384,8
385,7
386,6
387,1
388,1
389,5
390,6
391,3
392,8
393,0
394,3
395,0
396,3
397,5
398,3
399,7
400,5
401,4
402,4
403,3
404,0
405,6
406,8
407,6
408,8
409,6
410,6
411,8
412,0
413,9
414,6
415,7
416,0
417,6
418,9
419,6
420,8
421,3
422,6
423,9
424,6
425,8
426,5
427,3
428,9
429,0
430,8
431,6
432,5
433,4
434,1
435,6
436,0
437,7
438,8
439,7
440,3
441,1
442,1
443,2
444,4
445,1
446,4
447,0
448,3
449,6
450,5
451,1
452,1
453,6
454,6
455,3
456,5
457,5
458,3
459,9
460,8
461,8
462,1
463,5
464,6
465,3
466,0
467,7
468,8
469,8
470,1
471,0
472,8
473,5
474,4
475,6
476,5
477,1
478,6
479,6
480,1
481,8
482,5
483,7
484,8
485,5
486,1
487,4
488,6
489,5
490,0
491,6
492,3
493,0
494,6
495,3
496,7
497,6
498,7
499,1
500,2
501,9
502,0
503,2
504,5
505,3
506,3
507,3
508,8
509,5
510,8
511,9
512,8
513,3
514,0
515,8
516,2
517,3
518,5
519,3
520,5
521,5
522,7
523,5
524,9
525,5
526,6
527,6
528,4
529,1
530,0
531,3
532,8
533,5
534,7
535,9
536,6
537,7
538,7
539,4
540,0
541,5
542,1
543,7
544,6
545,3
546,1
547,4
548,9
549,6
550,9
551,4
552,5
553,1
554,1
555,7
556,6
557,9
558,6
559,5
560,8
561,6
562,7
563,2
564,6
565,1
566,9
567,8
568,5
569,8
570,5
571,8
572,0
573,2
574,4
575,0
576,0
577,6
578,9
579,4
580,0
581,7
582,3
583,2
584,5
585,4
586,4
587,6
588,7
589,7
590,4
591,8
592,6
593,7
594,8
595,0
596,1
597,2
598,9
599,6
600,8
601,8
602,0
603,9
604,9
605,0
606,2
607,8
608,5
609,5
610,4
611,8
612,6
613,1
614,4
615,5
616,6
617,6
618,7
619,8
620,1
621,5
622,8
623,5
624,5
625,7
626,5
627,5
628,9
629,1
630,6
631,9
632,8
633,0
634,1
635,8
636,4
637,9
638,9
639,1
640,9
641,1
642,2
643,4
644,5
645,9
646,9
647,5
648,8
649,6
650,4
651,7
652,5
653,0
654,5
655,2
656,8
657,4
658,7
659,6
660,8
661,6
662,3
663,7
664,0
665,6
666,5
667,4
668,6
669,8
670,9
671,8
672,5
673,3
674,4
675,1
676,9
677,6
678,1
679,8
680,5
681,8
682,8
683,4
684,5
685,2
686,7
687,5
688,7
689,4
690,6
691,8
692,9
693,5
694,8
695,8
696,9
697,5
698,7
699,0
700,8
701,3
702,9
703,3
704,6
705,0
706,5
707,0
708,4
709,8
710,3
711,8
712,1
713,2
714,9
715,5
716,3
717,7
718,8
719,0
720,4
721,6
722,1
723,2
724,2
725,6
726,1
727,8
728,1
729,7
730,7
731,4
732,1
733,1
734,1
735,9
736,5
737,4
738,5
739,6
740,0
741,6
742,4
743,7
744,2
745,4
746,2
747,3
748,7
749,9
750,1
751,4
752,6
753,7
754,6
755,0
756,0
757,2
758,8
759,6
760,3
761,0
762,6
763,8
764,6
765,6
766,3
767,5
768,5
769,5
770,9
771,2
772,6
773,9
774,2
775,3
776,0
777,1
778,7
779,1
780,3
781,1
782,9
783,3
784,4
785,9
786,0
787,3
788,1
789,2
790,0
791,1
792,4
793,7
794,5
795,7
796,8
797,4
798,8
799,1
800,7
801,7
802,3
803,9
804,7
805,4
806,7
807,7
808,7
809,2
810,6
811,1
812,9
813,5
814,2
815,9
816,0
817,4
818,8
819,6
820,8
821,8
822,3
823,8
824,9
825,6
826,5
827,6
828,1
829,5
830,8
831,5
832,8
833,4
834,6
835,5
836,8
837,0
838,9
839,5
840,4
841,9
842,6
843,1
844,3
845,1
846,8
847,0
848,1
849,1
850,7
851,6
852,3
853,7
854,8
855,7
856,6
857,0
858,6
859,6
860,9
861,2
862,9
863,8
864,7
865,0
866,1
867,4
868,9
869,7
870,2
871,4
872,5
873,1
874,2
875,3
876,6
877,9
878,3
879,8
880,1
881,6
882,2
883,1
884,0
885,5
886,5
887,6
888,9
889,1
890,1
891,4
892,9
893,0
894,5
895,6
896,3
897,8
898,9
899,9
900,0
901,0
902,1
903,9
904,6
905,5
906,4
907,5
908,6
909,4
910,5
911,7
912,1
913,6
914,7
915,2
916,5
917,2
918,2
919,9
920,0
921,5
922,0
923,8
924,0
925,5
926,9
927,2
928,7
929,6
930,8
931,8
932,5
933,6
934,8
935,5
936,9
937,1
938,7
939,1
940,0
941,6
942,8
943,7
944,6
945,8
946,6
947,6
948,9
949,5
950,4
951,3
952,3
953,9
954,1
955,0
956,5
957,9
958,8
959,2
960,3
961,5
962,9
963,0
964,1
965,0
966,6
967,5
968,7
969,2
970,2
971,5
972,8
973,1
974,9
975,1
976,0
977,7
978,3
979,8
980,6
981,3
982,9
983,5
984,7
985,1
986,3
987,4
988,6
989,9
990,4
991,9
992,1
993,7
994,3
995,3
996,1
997,7
998,1
999,6
1000,2
1001,6
1002,6
1003,7
1004,0
1005,2
1006,6
1007,5
1008,9
1009,5
1010,7
1011,1
1012,7
1013,7
1014,0
1015,7
1016,3
1017,9
1018,6
1019,2
1020,2
1021,1
1022,7
1023,2
1024,3
1025,5
1026,3
1027,9
1028,9
1029,1
1030,8
1031,0
1032,9
1033,5
1034,8
1035,6
1036,0
1037,8
1038,6
1039,8
1040,2
1041,6
1042,3
1043,9
1044,3
1045,0
1046,6
1047,1
1048,5
1049,5
1050,6
1051,7
1052,7
1053,8
1054,3
1055,1
1056,9
1057,3
1058,7
1059,8
1060,6
1061,4
1062,7
1063,0
1064,6
1065,0
1066,6
1067,1
1068,9
1069,6
1070,4
1071,6
1072,9
1073,1
1074,4
1075,6
1076,1
1077,7
1078,8
1079,9
1080,1
1081,3
1082,7
1083,1
1084,1
1085,9
1086,5
1087,9
1088,9
1089,1
1090,6
1091,8
1092,9
1093,1
1094,7
1095,8
1096,4
1097,3
1098,8
1099,8
1100,8
1101,7
1102,3
1103,5
1104,5
1105,8
1106,0
1107,1
1108,1
1109,2
1110,6
1111,6
1112,4
1113,8
1114,0
1115,2
1116,3
1117,8
1118,8
1119,5
1120,8
1121,3
1122,6
1123,3
1124,4
1125,0
1126,1
1127,0
1128,6
1129,1
1130,6
1131,5
1132,9
1133,4
1134,4
1135,8
1136,1
1137,7
1138,8
1139,4
1140,6
1141,5
1142,7
1143,6
1144,9
1145,5
1146,7
1147,6
1148,0
1149,3
1150,2
1151,5
1152,8
1153,9
1154,7
1155,7
1156,9
1157,2
1158,5
1159,7
1160,3
1161,6
1162,4
1163,3
1164,7
1165,3
1166,0
1167,1
1168,1
1169,8
1170,1
1171,1
1172,0
1173,8
1174,5
1175,5
1176,8
1177,1
1178,1
1179,9
1180,1
1181,0
1182,0
1183,8
1184,1
1185,4
1186,8
1187,1
1188,2
1189,9
1190,6
1191,1
1192,3
1193,4
1194,1
1195,8
1196,8
1197,7
1198,9
1199,1
1200,7
1201,6
1202,4
1203,6
1204,1
1205,2
1206,6
1207,4
1208,7
1209,2
1210,4
1211,1
1212,5
1213,6
1214,7
1215,6
1216,8
1217,1
1218,1
1219,6
1220,5
1221,5
1222,7
1223,8
1224,8
1225,0
1226,6
1227,3
1228,2
1229,1
1230,0
1231,5
1232,8
1233,5
1234,2
1235,6
1236,4
1237,0
1238,4
1239,8
1240,1
1241,6
1242,4
1243,1
1244,5
1245,9
1246,1
1247,3
1248,1
1249,3
1250,1
1251,2
1252,5
1253,4
1254,9
1255,1
1256,5
1257,1
1258,1
1259,5
1260,6
1261,6
1262,6
1263,7
1264,6
1265,0
1266,6
1267,1
1268,1
1269,1
1270,8
1271,3
1272,8
1273,0
1274,9
1275,9
1276,8
1277,2
1278,4
1279,5
1280,5
1281,4
1282,7
1283,8
1284,1
1285,3
1286,7
1287,4
1288,2
1289,4
1290,6
1291,0
1292,8
1293,8
1294,7
1295,0
1296,7
1297,0
1298,7
1299,9
1300,2
1301,6
1302,3
1303,7
1304,2
1305,9
1306,5
1307,3
1308,7
1309,0
1310,8
1311,1
1312,6
1313,8
1314,0
1315,4
1316,2
1317,7
1318,5
1319,1
1320,6
1321,2
1322,0
1323,2
1324,8
1325,8
1326,4
1327,7
1328,6
1329,8
1330,9
1331,7
1332,7
1333,4
1334,7
1335,7
1336,0
1337,0
1338,9
1339,7
1340,3
1341,8
1342,4
1343,7
1344,9
1345,5
1346,0
1347,5
1348,8
1349,5
1350,6
1351,0
1352,2
1353,8
1354,0
1355,2
1356,7
1357,5
1358,2
1359,3
1360,4
1361,7
1362,7
1363,7
1364,0
1365,5
1366,1
1367,8
1368,8
1369,0
1370,8
1371,1
1372,1
1373,3
1374,1
1375,7
1376,9
1377,3
1378,3
1379,6
1380,7
1381,2
1382,5
1383,1
1384,7
1385,4
1386,8
1387,6
1388,1
1389,1
1390,6
1391,0
1392,2
1393,5
1394,5
1395,4
1396,2
1397,8
1398,1
1399,6
1400,4
1401,1
1402,7
1403,6
1404,6
1405,5
1406,1
1407,9
1408,1
1409,4
1410,8
1411,1
1412,1
1413,0
1414,1
1415,9
1416,3
1417,1
1418,8
1419,4
1420,9
1421,5
1422,1
1423,8
1424,6
1425,7
1426,9
1427,4
1428,8
1429,7
1430,2
1431,5
1432,8
1433,7
1434,0
1435,5
1436,7
1437,8
1438,5
1439,5
1440,8
1441,2
1442,8
1443,4
1444,5
1445,7
1446,9
1447,9
1448,7
1449,7
1450,8
1451,6
1452,8
1453,5
1454,7
1455,2
1456,7
1457,2
1458,9
1459,8
1460,4
1461,9
1462,6
1463,7
1464,0
1465,4
1466,9
1467,4
1468,1
1469,3
1470,5
1471,2
1472,2
1473,5
1474,3
1475,6
1476,5
1477,2
1478,7
1479,7
1480,8
1481,6
1482,6
1483,7
1484,6
1485,8
1486,9
1487,7
1488,2
1489,1
1490,8
1491,8
1492,6
1493,2
1494,9
1495,3
1496,0
1497,5
1498,2
1499,4
1500,9
1501,4
1502,8
1503,5
1504,2
1505,7
1506,5
1507,8
1508,7
1509,0
1510,4
1511,8
1512,9
1513,6
1514,7
1515,5
1516,4
1517,7
1518,9
1519,3
1520,1
1521,0
1522,5
1523,3
1524,6
1525,8
1526,0
1527,0
1528,7
1529,0
1530,1
1531,1
1532,7
1533,5
1534,7
1535,8
1536,1
1537,4
1538,7
1539,6
1540,5
1541,3
1542,6
1543,5
1544,4
1545,1
1546,5
1547,8
1548,9
1549,1
1550,3
1551,5
1552,6
1553,7
1554,7
1555,8
1556,2
1557,1
1558,0
1559,1
1560,1
1561,6
1562,6
1563,5
1564,4
1565,8
1566,6
1567,7
1568,8
1569,3
1570,3
1571,0
1572,1
1573,3
1574,0
1575,6
1576,7
1577,5
1578,8
1579,0
1580,8
1581,6
1582,7
1583,8
1584,0
1585,8
1586,4
1587,6
1588,5
1589,5
1590,1
1591,6
1592,0
1593,2
1594,8
1595,8
1596,7
1597,3
1598,5
1599,6
1600,7
1601,3
1602,1
1603,5
1604,0
1605,6
1606,0
1607,6
1608,9
1609,7
1610,5
1611,8
1612,7
1613,9
1614,9
1615,0
1616,7
1617,5
1618,1
1619,6
1620,1
1621,1
1622,9
1623,2
1624,5
1625,6
1626,4
1627,7
1628,1
1629,1
1630,3
1631,5
1632,6
1633,5
1634,0
